counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,ACTIVATION1,CONV2,POOL_SIZE1,CONV_POOL2,DENSE_UNITS,DROPOUT,ACTIVATION2,OPTIMIZER,mse,mae,train_samples,test_samples,train_time
549,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017073053,0.083965766,486,318,85.26
550,[],3,1,0,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.018030662,0.088195519,510,321,17.81
551,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.018908149,0.092862253,510,321,23.58
552,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.018575388,0.084814534,490,318,19.12
553,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017302639,0.082456524,489,318,17.49
554,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.016994572,0.082590893,486,318,19.16
555,[],3,1,0,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017855393,0.08715764,510,321,17.96
556,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.018469058,0.086846487,510,321,19.17
557,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017781853,0.08491053,490,318,18.86
558,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017306362,0.084586597,489,318,17.39
559,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017304185,0.081051377,486,318,18.98
560,[],3,1,1,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017658329,0.086139713,510,321,34.85
561,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.018899408,0.088647423,510,321,36.68
562,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017518251,0.083946714,490,318,36.26
563,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017309968,0.084507116,489,318,33.88
564,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.016871406,0.081332831,486,318,36.39
565,[],3,1,1,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017644011,0.085092386,510,321,35.13
566,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017777565,0.086561543,510,321,36.44
567,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017137475,0.082730832,490,318,35.72
568,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017121427,0.082040215,489,318,33.69
569,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.016812189,0.081576751,486,318,36.01
570,[],3,1,2,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017582861,0.084851281,510,321,51.98
571,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017800463,0.085386872,510,321,53.12
572,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.018149429,0.087624873,490,318,51.7
573,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017222135,0.082980958,489,318,50.18
574,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.016975929,0.081774918,486,318,57.34
575,[],3,1,2,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.01760526,0.084638915,510,321,52.84
576,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.01793014,0.085436284,510,321,53.38
577,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017567874,0.085664233,490,318,52.33
578,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017020297,0.082470583,489,318,51.03
579,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.016749397,0.081724423,486,318,52.63
580,[],3,1,3,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017557353,0.084234355,510,321,69.64
581,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.01824893,0.087732837,510,321,69.91
582,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017717969,0.08595146,490,318,68.41
583,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017210357,0.08339444,489,318,67.22
584,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017022603,0.081857203,486,318,68.38
585,[],3,1,3,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.01760514,0.084448302,510,321,68.82
586,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017883446,0.086045479,510,321,76.45
587,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.018107889,0.087040159,490,318,69.54
588,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017203276,0.082618805,489,318,67.86
589,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017160093,0.081845023,486,318,69.6
590,[],3,1,4,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017768678,0.08439847,510,321,87.22
591,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017660806,0.085465317,510,321,88.17
592,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017727671,0.086204862,490,318,85.91
593,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.017151452,0.082547568,489,318,84.85
594,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,FALSE,2,FALSE,100,0.2,relu,Adam,0.01698299,0.082770072,486,318,86.22
595,[],3,1,4,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017897194,0.085574648,510,321,93.35
596,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017987353,0.088195246,510,321,90.04
597,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017532845,0.085797401,490,318,87.12
598,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017328788,0.084114675,489,318,85.41
599,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,FALSE,3,FALSE,100,0.2,relu,Adam,0.017095337,0.083544086,486,318,86.68
600,[],3,1,0,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017859183,0.084859946,510,321,19.24
601,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017589285,0.083338632,510,321,21.21
602,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017662021,0.084992489,490,318,20.77
603,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017446203,0.082870305,489,318,19.21
604,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017283931,0.082564529,486,318,20.8
605,[],3,1,0,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017759619,0.083926436,510,321,19.28
606,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017607944,0.084606151,510,321,21.01
607,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017451329,0.084769485,490,318,20.74
608,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017534044,0.083929528,489,318,19.24
609,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017190272,0.081668029,486,318,20.99
610,[],3,1,1,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017560321,0.08342977,510,321,38.56
611,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.01768973,0.086083026,510,321,40.57
612,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017330037,0.083943803,490,318,39.76
613,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017312084,0.083021669,489,318,38.05
614,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017099156,0.081228372,486,318,46.45
615,[],3,1,1,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.01766406,0.084053564,510,321,39.12
616,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017596201,0.08455403,510,321,41.33
617,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017517712,0.084403301,490,318,40.79
618,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017343109,0.082693814,489,318,38.45
619,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017081749,0.082690252,486,318,40.7
620,[],3,1,2,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017771343,0.084245672,510,321,57.97
621,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.018373235,0.086299714,510,321,59.41
622,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017395587,0.083221027,490,318,58.22
623,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017320137,0.082660352,489,318,56.87
624,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.016999854,0.083025674,486,318,58.52
625,[],3,1,2,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017844598,0.084686865,510,321,58.06
626,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017689326,0.084509198,510,321,59.18
627,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017498569,0.082847228,490,318,58.04
628,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.017384592,0.082843976,489,318,57.12
629,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.016951927,0.083192033,486,318,64.32
630,[],3,1,3,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017813155,0.084418436,510,321,79.87
631,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017664288,0.083524189,510,321,80.42
632,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017485804,0.084272964,490,318,78.1
633,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.01731723,0.083416705,489,318,76.02
634,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,2,same,1,tanh,TRUE,2,FALSE,60,0.2,relu,Adam,0.017247646,0.081818844,486,318,77.68
635,[],3,1,3,haar,32,2,same,1,tanh,TRUE,3,FALSE,60,0.2,relu,Adam,0.018147678,0.085407028,510,321,77.88
