,counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,ACTIVATION1,CONV2,POOL_SIZE1,CONV_POOL2,LSTM1,DROPOUT,ACTIVATION2,OPTIMIZER,mse,mae,mre_3,train_samples,test_samples,train_time,DEPTH
147,147,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.007721073,0.045523079,0.029650599,8670,5040,904.66,1
148,148,[],5,1,2,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.009819228,0.051607171,0.034016997,8905,5056,1219.2,1
149,149,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,2,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.01012275,0.052551643,0.034761761,8697,5045,1248.57,1
150,150,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.008560551,0.048334366,0.031469989,8690,5040,1177.69,1
151,151,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.00839792,0.0472476,0.030845786,8670,5040,1242.33,1
152,152,[],5,1,3,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.020530656,0.082963229,0.055709642,8905,5056,1513.9,1
153,153,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,3,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.020473533,0.08344029,0.05609581,8697,5045,1652.38,1
154,154,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.018624702,0.081066826,0.054286849,8690,5040,1576.42,1
155,155,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.019042401,0.080573904,0.05388556,8670,5040,1621.01,1
156,156,[],5,1,4,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.020688897,0.084029495,0.056544462,8905,5056,1823.46,1
157,157,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,4,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.020379358,0.084083935,0.056732548,8697,5045,1957.94,1
158,158,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.019168808,0.081006217,0.054359765,8690,5040,1929.12,1
159,159,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.019384184,0.081650358,0.054804384,8670,5040,1994.6,1
160,160,[],7,1,0,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.009229092,0.050071765,0.033061247,8710,5042,581.36,1
161,161,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,0,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.009283083,0.050429411,0.033360354,8497,5029,640.61,1
162,162,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,0,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.008040625,0.045251212,0.029619396,8490,5022,596.57,1
163,163,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,0,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.008153478,0.045794317,0.03003499,8468,5022,648.81,1
164,164,[],7,1,1,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.009700448,0.051041452,0.033765881,8710,5042,899.14,1
165,165,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,1,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.010455934,0.055092157,0.036464511,8497,5029,950.64,1
166,166,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,1,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.008609956,0.051165379,0.033391872,8490,5022,919.23,1
167,167,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,1,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.008893426,0.050813289,0.033309116,8468,5022,971.98,1
168,168,[],7,1,2,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.010064327,0.052162336,0.034472024,8710,5042,1250.87,1
169,169,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,2,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.010192488,0.053042792,0.035111164,8497,5029,1307.33,1
170,170,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,2,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.00884377,0.05076469,0.033222412,8490,5022,1270.92,1
171,171,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,2,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.008937165,0.048814308,0.031996516,8468,5022,1349.77,1
172,172,[],7,1,3,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.021183042,0.084739763,0.056918108,8710,5042,1634,1
173,173,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,3,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.020626024,0.084222798,0.056577693,8497,5029,1587.35,1
174,174,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,3,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.01937857,0.080774262,0.05413332,8490,5022,1619.09,1
175,175,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,3,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.019776756,0.082250329,0.055160372,8468,5022,1672.56,1
176,176,[],7,1,4,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.019791652,0.083374557,0.056202774,8710,5042,1975.52,1
177,177,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,4,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.020648274,0.084529886,0.056965391,8497,5029,1909.47,1
178,178,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,4,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.019518339,0.08223313,0.055253397,8490,5022,1983.91,1
179,179,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,4,haar,64,5,same,1,relu,TRUE,5,FALSE,130,0.2,relu,Adam,0.01964215,0.081810102,0.055015028,8468,5022,2025.34,1
