,counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,OPEN_END,DEPTH,LSTM1,ACTIVATION1,DROPOUT,DENSE_UNITS,ACTIVATION2,OPTIMIZER,mse,mae,train_samples,test_samples,train_time
179,179,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,False,3,100,relu,0.2,60,relu,Adam,0.023481576488677075,0.10649977015325816,486,318,124.01
180,180,[],3,1,1,haar,False,3,100,relu,0.2,60,relu,Adam,0.026994337418755388,0.11568973282458372,510,321,167.36
181,181,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,False,3,100,relu,0.2,60,relu,Adam,0.021182285879134843,0.10041204063720705,510,321,161.33
182,182,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,False,3,100,relu,0.2,60,relu,Adam,0.01832893833167994,0.08597567724956146,490,318,156.85
183,183,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,False,3,100,relu,0.2,60,relu,Adam,0.017532214448124084,0.08459249483774245,489,318,155.26
184,184,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,False,3,100,relu,0.2,60,relu,Adam,0.016834795760266953,0.08288577107195783,486,318,157.43
185,185,[],3,1,2,haar,False,3,100,relu,0.2,60,relu,Adam,0.022788412885907473,0.10177525373444343,510,321,198.25
186,186,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,False,3,100,relu,0.2,60,relu,Adam,0.01785930949540953,0.08764203285385883,510,321,201.21
187,187,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,False,3,100,relu,0.2,60,relu,Adam,0.017732015077710515,0.08600882977500962,490,318,195.54
188,188,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,False,3,100,relu,0.2,60,relu,Adam,0.017553141203166846,0.08474085276711733,489,318,203.58
189,189,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,False,3,100,relu,0.2,60,relu,Adam,0.017143592760616055,0.0831567610400529,486,318,196.54
190,190,[],3,1,3,haar,False,3,100,relu,0.2,60,relu,Adam,0.02477662173728621,0.10615907452842172,510,321,238.28
191,191,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,False,3,100,relu,0.2,60,relu,Adam,0.017515309062191523,0.08571911518112982,510,321,239.93
192,192,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,False,3,100,relu,0.2,60,relu,Adam,0.018037222318930915,0.08749268302106813,490,318,235.28
193,193,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,False,3,100,relu,0.2,60,relu,Adam,0.017531859941795805,0.08591581055084266,489,318,243.21
194,194,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,False,3,100,relu,0.2,60,relu,Adam,0.017146245084667486,0.08428570212714745,486,318,238.37
195,195,[],3,1,4,haar,False,3,100,relu,0.2,60,relu,Adam,0.01855639824398477,0.09113485498047148,510,321,280.02
196,196,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,False,3,100,relu,0.2,60,relu,Adam,0.018271791186341688,0.09068021675883427,510,321,281.82
197,197,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,False,3,100,relu,0.2,60,relu,Adam,0.01854635327203648,0.09127607645114191,490,318,274.8
198,198,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,False,3,100,relu,0.2,60,relu,Adam,0.01773724716077022,0.08789363351418529,489,318,284.85
199,199,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,False,3,100,relu,0.2,60,relu,Adam,0.017796855143573445,0.08860939479866475,486,318,277.36
200,200,[],5,1,0,haar,False,3,100,relu,0.2,60,relu,Adam,0.02766442370684019,0.11866410338936484,491,309,179.49
201,201,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,0,haar,False,3,100,relu,0.2,60,relu,Adam,0.020639350006287655,0.101474198549937,491,309,182.9
202,202,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,0,haar,False,3,100,relu,0.2,60,relu,Adam,0.01779830014617672,0.08593151176345934,463,304,176.92
203,203,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,3,100,relu,0.2,60,relu,Adam,0.01790236177002878,0.08665470537000167,462,304,174.42
204,204,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,3,100,relu,0.2,60,relu,Adam,0.016875902288280543,0.08326096909420228,457,304,176.02
205,205,[],5,1,1,haar,False,3,100,relu,0.2,60,relu,Adam,0.027614661837929242,0.11637752138192314,491,309,210.76
206,206,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,1,haar,False,3,100,relu,0.2,60,relu,Adam,0.018119530078566946,0.08724993233207912,491,309,215.18
207,207,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,1,haar,False,3,100,relu,0.2,60,relu,Adam,0.017013149433198854,0.08259937079541,463,304,209.46
208,208,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,3,100,relu,0.2,60,relu,Adam,0.024076641197957015,0.10663745459472962,462,304,206.24
209,209,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,3,100,relu,0.2,60,relu,Adam,0.016943759780636967,0.08184749914311731,457,304,217.49
210,210,[],5,1,2,haar,False,3,100,relu,0.2,60,relu,Adam,0.027609741509123688,0.11851291725402555,491,309,248.65
211,211,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,2,haar,False,3,100,relu,0.2,60,relu,Adam,0.01794361951681944,0.08725393017640015,491,309,250.08
212,212,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,2,haar,False,3,100,relu,0.2,60,relu,Adam,0.017812257130447862,0.086380514450695,463,304,242.0
213,213,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,3,100,relu,0.2,60,relu,Adam,0.01738873910165465,0.0837944772447762,462,304,240.0
214,214,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,3,100,relu,0.2,60,relu,Adam,0.017587075974372614,0.08554965245180429,457,304,242.14
215,215,[],5,1,3,haar,False,3,100,relu,0.2,60,relu,Adam,0.023700647892437438,0.10776112025387888,491,309,285.57
216,216,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,3,haar,False,3,100,relu,0.2,60,relu,Adam,0.018026039965818367,0.0881448035318548,491,309,289.26
217,217,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,3,haar,False,3,100,relu,0.2,60,relu,Adam,0.01796860770246765,0.08801916054127282,463,304,292.69
218,218,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,3,100,relu,0.2,60,relu,Adam,0.017699890457650296,0.08724497218076323,462,304,280.02
219,219,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,3,100,relu,0.2,60,relu,Adam,0.018217437681231054,0.08778320383611572,457,304,281.97
220,220,[],5,1,4,haar,False,3,100,relu,0.2,60,relu,Adam,0.02355845637235035,0.1077049689150405,491,309,325.42
221,221,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,4,haar,False,3,100,relu,0.2,60,relu,Adam,0.01872549339624319,0.09303019966020382,491,309,328.57
222,222,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,4,haar,False,3,100,relu,0.2,60,relu,Adam,0.018582614190517703,0.09157678010890213,463,304,330.03
223,223,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,3,100,relu,0.2,60,relu,Adam,0.017684220351361506,0.08747649929406556,462,304,320.7
224,224,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,3,100,relu,0.2,60,relu,Adam,0.01810661516857233,0.09028571350883549,457,304,320.97
225,225,[],1,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.0178084774652744,0.08595370309259617,546,333,33.8
226,226,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.01788264550015533,0.08569450562987932,546,333,34.09
227,227,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.017706782437069923,0.08309020158024044,534,332,34.41
228,228,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.017298530610070025,0.08378526293247912,533,332,33.8
229,229,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.016462127718240058,0.08392416240366356,532,332,33.77
230,230,[],1,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017846723875589936,0.08608145570759163,546,333,57.01
231,231,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017891085494098312,0.08523279950375216,546,333,58.15
232,232,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01743972641472407,0.0837607040828266,534,332,58.81
233,233,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017163684054085408,0.08293188640688826,533,332,58.22
234,234,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.0163504806212832,0.07965259469632857,532,332,58.58
235,235,[],1,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017830895964094408,0.08587497950261265,546,333,82.31
236,236,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017582706859080675,0.0841926831342131,546,333,82.2
237,237,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017699848534076038,0.0851760727332403,534,332,82.81
238,238,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017058026596768163,0.08271954123601409,533,332,91.91
239,239,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.016730698168018684,0.08173983247039007,532,332,84.74
240,240,[],1,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01800248546059119,0.08746130420307112,546,333,107.95
241,241,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017713956736966067,0.08509500755543216,546,333,108.33
242,242,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.0178478610720334,0.08652558529746524,534,332,108.55
243,243,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017021690778738427,0.08290822889131542,533,332,108.03
244,244,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01674648369659017,0.08136953705744018,532,332,107.98
245,245,[],1,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018515661315492336,0.0897290712429882,546,333,131.9
246,246,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018182839023028335,0.09172439833100746,546,333,132.3
247,247,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017917997454249938,0.08685800878787359,534,332,132.27
248,248,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.016995296405470248,0.08364703091056495,533,332,132.81
249,249,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.016816554386433,0.08230249598216148,532,332,133.31
250,250,[],3,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.0201583876372517,0.0968030181555852,510,321,50.98
251,251,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.018249882227465403,0.08520213989079055,510,321,52.51
252,252,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.017686027144383564,0.08446048815764762,490,318,51.66
253,253,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.017391754783942465,0.08364128628652631,489,318,60.62
254,254,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.01631720130831153,0.08052239416294782,486,318,52.79
255,255,[],3,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01766766059579239,0.0854346512629324,510,321,75.77
256,256,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01796816045116107,0.08501388558241282,510,321,77.82
257,257,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017247725491118637,0.08533574978339366,490,318,75.79
258,258,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017141243449724904,0.0825465026257,489,318,73.76
259,259,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.016573865270587785,0.08173788799401785,486,318,75.76
260,260,[],3,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01778900050852488,0.08496439476924667,510,321,99.13
261,261,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017927272187064136,0.08662002570113538,510,321,100.65
262,262,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.0172418489915065,0.08492742517083486,490,318,98.26
263,263,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01703439624582381,0.08327442897638293,489,318,96.94
264,264,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01706466159041224,0.08228901308762455,486,318,98.54
265,265,[],3,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.018248912296118067,0.08843464127383452,510,321,122.38
266,266,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017962938035409083,0.08839867106464289,510,321,124.22
267,267,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017606849312496287,0.08466676699194255,490,318,121.62
268,268,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01706820430335807,0.0828778460985244,489,318,120.7
