,counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,OPEN_END,DEPTH,LSTM1,ACTIVATION1,DROPOUT,DENSE_UNITS,ACTIVATION2,OPTIMIZER,mse,mae,train_samples,test_samples,train_time
359,359,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.016780499405996803,0.08068010529500452,457,304,152.18
360,360,[],5,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.017858083309550337,0.08490662043461894,491,309,186.44
361,361,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.018130119742117354,0.0840147771509356,491,309,188.75
362,362,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.017735082921129283,0.0853287903453891,463,304,184.15
363,363,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.017253813425210655,0.08394328081714668,462,304,197.0
364,364,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.017350593037280815,0.08302799166610086,457,304,188.15
365,365,[],5,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.01819185709146772,0.08802877807703777,491,309,222.73
366,366,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.018067068321502896,0.08650903394087664,491,309,223.73
367,367,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.01792096843867463,0.08742745673794396,463,304,216.95
368,368,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.01729245344128144,0.08497514025738352,462,304,214.84
369,369,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.017567380311858144,0.08581723573456972,457,304,217.41
370,370,[],5,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.018516998062222755,0.09113127247056896,491,309,253.75
371,371,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.018192944911794316,0.09005852298404404,491,309,256.83
372,372,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.01878794323970452,0.09121485308619003,463,304,251.04
373,373,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.017705519958544337,0.08944129290686342,462,304,249.15
374,374,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.018136582048508126,0.09088829060657402,457,304,270.0
375,375,[],1,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.02740843204242645,0.11548575169928071,546,333,74.75
376,376,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.017570734411220222,0.08641115547584842,546,333,74.81
377,377,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.01769364978479777,0.08432221668208525,534,332,75.9
378,378,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.017239119848127614,0.08375287533833833,533,332,74.86
379,379,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.016918313836249862,0.08169344782383156,532,332,75.18
380,380,[],1,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.026318549713452783,0.115583975510434,546,333,119.74
381,381,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.017689076860135614,0.08593272532898286,546,333,121.37
382,382,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.017634601708216985,0.08284216567618932,534,332,121.83
383,383,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.01734624529636172,0.08312940784403777,533,332,121.74
384,384,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.01667651734981971,0.08329174809508978,532,332,122.27
385,385,[],1,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.017966777760944665,0.08608793945895003,546,333,168.16
386,386,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.017817276604803638,0.08548611256973636,546,333,168.48
387,387,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.018150014521147142,0.08614447614230811,534,332,169.19
388,388,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.017235459130688604,0.08313473088310275,533,332,168.37
389,389,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.016892932296977227,0.08122924090551434,532,332,169.16
390,390,[],1,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.018112378126155765,0.08774325275421285,546,333,234.86
391,391,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.017650992302882487,0.08733316571590351,546,333,221.28
392,392,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.018257244822909403,0.08608912955843225,534,332,220.62
393,393,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.017434219404117633,0.08391907088841749,533,332,218.86
394,394,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.017007674204910228,0.08301333268923769,532,332,217.48
395,395,[],1,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.018426358303218485,0.09023275316195398,546,333,267.35
396,396,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.018475062551470245,0.09075571251233029,546,333,265.52
397,397,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.018453640889674962,0.08826236662346643,534,332,267.92
398,398,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.017387953137627535,0.0855944322550285,533,332,269.17
399,399,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.01692344341764672,0.08322297924666266,532,332,294.26
400,400,[],3,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.027483742477704468,0.1179092310505371,510,321,132.66
401,401,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.022897729340852893,0.10665240310056526,510,321,135.02
402,402,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.02262396891400957,0.10514214300090415,490,318,131.86
403,403,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.01761099819569411,0.08404055672201936,489,318,130.86
404,404,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.022626124820618217,0.10211518705602268,486,318,131.54
405,405,[],3,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.027275207329447514,0.11618063477965773,510,321,173.12
406,406,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.023440386365238784,0.10821557239354684,510,321,176.02
407,407,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.016817666270593883,0.08314330132255246,490,318,172.04
408,408,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.017363365079951374,0.0844376339953318,489,318,169.89
409,409,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.01666894748394676,0.08094340570894734,486,318,173.52
410,410,[],3,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.027332882487988618,0.11765394578651987,510,321,221.61
411,411,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.019168197774590598,0.09429967893721754,510,321,224.23
412,412,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.017964064699061276,0.08723290051382203,490,318,218.04
413,413,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.017661219745684912,0.08645346831624094,489,318,216.5
414,414,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.017699974521223762,0.08601289727803921,486,318,219.77
415,415,[],3,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.018288283307807622,0.0882652446492551,510,321,270.29
416,416,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.01793368858043598,0.08626418655208859,510,321,298.69
417,417,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.018063138448101368,0.08577582539526173,490,318,270.86
418,418,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.017512810285097193,0.08518126700562927,489,318,266.21
419,419,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.017529889336966923,0.08340332451253775,486,318,267.48
420,420,[],3,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.01854202846108242,0.09122117476479766,510,321,318.59
421,421,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.018239487529038322,0.09030381911333085,510,321,320.51
422,422,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.018391314809602405,0.08977120026543428,490,318,314.94
423,423,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.017807137094140682,0.08890843638419307,489,318,314.73
424,424,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.017998999601900594,0.08995658285068481,486,318,316.84
425,425,[],5,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.02785841288875297,0.11892381589275425,491,309,211.16
426,426,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.01977722501507618,0.09394926632767163,491,309,191.4
427,427,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.01741769974803595,0.08338992821077128,463,304,186.68
428,428,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.023945909069958454,0.1066305518455752,462,304,183.76
429,429,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,3,100,relu,0.2,100,relu,Adam,0.016959008850940385,0.0836083125941682,457,304,185.94
430,430,[],5,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.026961513338643505,0.11695994229001211,491,309,228.11
431,431,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.027286817923742927,0.11848190008991351,491,309,232.03
432,432,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.01733629775738533,0.08409209101427939,463,304,225.24
433,433,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.02721614785444324,0.11771142108501195,462,304,221.6
434,434,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,3,100,relu,0.2,100,relu,Adam,0.01702147634339503,0.08351493797024989,457,304,224.26
435,435,[],5,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.025096576836054523,0.11126502445762665,491,309,271.76
436,436,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.017977172027944927,0.08797555724775347,491,309,275.85
437,437,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.01759453630990443,0.08463927011451045,463,304,266.76
438,438,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.017374103138631275,0.0843816539481722,462,304,265.6
439,439,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,3,100,relu,0.2,100,relu,Adam,0.017352422392062913,0.08416133990046418,457,304,269.53
440,440,[],5,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.026012109165934723,0.11654531257898851,491,309,321.1
441,441,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.020733961639730143,0.09716971680800521,491,309,323.9
442,442,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.018065034498529253,0.08798634971342728,463,304,339.31
443,443,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.022728537647441982,0.10336724447848528,462,304,318.67
444,444,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,3,100,relu,0.2,100,relu,Adam,0.017728710215426234,0.08384618369319513,457,304,319.99
445,445,[],5,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.018808766082979426,0.09189953335332951,491,309,371.96
446,446,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.01854877085303446,0.09433443699411467,491,309,373.69
447,447,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.01865993495711508,0.09062782278187173,463,304,363.65
448,448,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,3,100,relu,0.2,100,relu,Adam,0.017779344461747205,0.08806937154486938,462,304,364.3
